Longitude,Latitude,Sample No,Cu,Zn,Pb
73.49,24.7,  45H06/156/SS/15-16,22,113,54
73.25,24.72,45H06/157/SS/15-16,36,87,31
73.27,24.72,45H06/158/SS/15-16,28,89,29
73.29,24.72,45H06/159/SS/15-16,27,83,28
73.31,24.72, 45H06/160/SS/15-16,10,76,45
73.33,24.72,45H06/161/SS/15-16,36,88,35
73.35,24.72,45H06/162/SS/15-16,27,73,31
73.37,24.72,45H06/163/SS/15-16,24,74,36
73.39,24.72,45H06/164/SS/15-16,41,86,39
73.41,24.72,45H06/165/SS/15-16,31,79,39
73.43,24.72,45H06/166/SS/15-16,21,67,51
73.45,24.72, 45H06/167/SS/15-16,17,61,34
73.47,24.72,45H06/168/SS/15-16,17,65,30
73.49,24.72,45H06/169/SS/15-16,26,70,34
73.25,24.745,45H06/170/SS/15-16,28,78,21
73.27,24.745,45H06/171/SS/15-16,29,78,29
73.29,24.745,45H06/172/SS/15-16,22,76,48
73.31,24.745,45H06/173/SS/15-16,24,80,23
73.33,24.745,45H06/174/SS/15-16,34,86,38
73.35,24.745,45H06/175/SS/15-16,33,85,40
73.37,24.745, 45H06/176/SS/15-16,31,70,26
73.39,24.745, 45H06/177/SS/15-16,22,70,35
73.41,24.745,45H06/178/SS/15-16,26,83,41
73.43,24.745,45H06/179/SS/15-16,23,69,33
73.45,24.745, 45H06/180/SS/15-16,13,61,33
73.47,24.745,45H06/181/SS/15-16,24,70,40
73.49,24.745, 45H06/182/SS/15-16,24,69,22
73.26,24.26,45H07/001/SS/15,25,52,25
73.28,24.26,45H07/002/SS/15,18,49,23
73.30,24.26,45H07/003/SS/15,21,59,21
73.32,24.26,45H07/004/SS/15,26,55,24
73.34,24.26,45H07/005/SS/15,23,49,22
73.36,24.26,45H07/006/SS/15,19,41,16
73.38,24.26,45H07/007/SS/15,24,58,24
73.40,24.26,45H07/008/SS/15,19,52,18
73.42,24.26,45H07/009/SS/15,20,54,11
73.44,24.26,45H07/010/SS/15,21,49,13
73.46,24.26,45H07/011/SS/15,22,45,20
73.48,24.26,45H07/012/SS/15,31,61,24
73.50,24.26,45H07/013/SS/15,33,65,23
73.26,24.28,45H07/014/SS/15,25,71,25
73.28,24.28,45H07/015/SS/15,15,43,16
73.30,24.28,45H07/016/SS/15,19,54,37
73.32,24.28,45H07/017/SS/15,30,63,29
73.34,24.28,45H07/018/SS/15,20,46,37
73.36,24.28,45H07/019/SS/15,28,72,23
73.38,24.28,45H07/020/SS/15,34,65,26
73.40,24.28,45H07/021/SS/15,22,50,18
73.42,24.28,45H07/022/SS/15,26,50,41
73.44,24.28,45H07/023/SS/15,28,49,36
73.46,24.28,45H07/024/SS/15,24,51,20
73.48,24.28,45H07/025/SS/15,26,55,17
73.50,24.28,45H07/026/SS/15,31,64,24
73.26,24.30,45H07/027/SS/15,15,39,16
73.28,24.30,45H07/028/SS/15,12,36,17
73.30,24.30,45H07/029/SS/15,12,41,26
73.32,24.30,45H07/030/SS/15,28,59,22
73.34,24.30,45H07/031/SS/15,17,37,38
73.36,24.30,45H07/032/SS/15,27,66,24
73.38,24.30,45H07/033/SS/15,38,61,26
73.40,24.30,45H07/034/SS/15,30,58,22
73.42,24.30,45H07/035/SS/15,21,54,47
73.44,24.30,45H07/036/SS/15,37,62,31
73.46,24.30,45H07/037/SS/15,23,61,35
73.48,24.30,45H07/038/SS/15,27,42,23
73.50,24.30,45H07/039/SS/15,22,46,41
73.26,24.31,45H07/040/SS/15,14,38,19
73.28,24.31,45H07/041/SS/15,14,32,18
73.30,24.31,45H07/042/SS/15,13,46,33
73.32,24.31,45H07/043/SS/15,29,63,47
73.34,24.31,45H07/044/SS/15,22,43,30
73.36,24.31,45H07/045/SS/15,26,90,21
73.38,24.31,45H07/046/SS/15,28,68,22
73.40,24.31,45H07/047/SS/15,30,61,30
73.42,24.31,45H07/048/SS/15,27,67,23
73.44,24.31,45H07/049/SS/15,31,69,30
73.46,24.31,45H07/050/SS/15,28,62,54
73.48,24.31,45H07/051/SS/00,25,57,24
73.50,24.31,45H07/052/SS/15,23,42,23
73.26,24.33,45H07/053/SS/15,12,32,17
73.28,24.33,45H07/054/SS/15,16,43,19
73.30,24.33,45H07/055/SS/15,15,53,24
73.32,24.33,45H07/056/SS/15,24,69,39
73.34,24.33,45H07/057/SS/14,20,49,22
73.36,24.33,45H07/058/SS/15,31,101,23
73.38,24.33,45H07/059/SS/14,33,78,29
73.40,24.33,45H07/060/SS/14,28,67,30
73.42,24.33,45H07/061/SS/15,22,72,46
73.44,24.33,45H07/062/SS/15,26,56,20
73.46,24.33,45H07/063/SS/15,20,43,14
73.48,24.33,45H07/064/SS/15,22,40,15
73.50,24.33,45H07/065/SS/15,20,49,19
73.26,24.35,45H07/066/SS/15,7,27,15
73.28,24.35,45H07/067/SS/15,15,54,150
73.30,24.35,45H07/068/SS/15,18,43,21
73.32,24.35,45H07/069/SS/15,17,57,34
73.34,24.35,45H07/070/SS/14,16,54,24
73.36,24.35,45H07/071/SS/15,38,95,28
73.38,24.35,45H07/072/SS/14,28,152,28
73.40,24.35,45H07/073/SS/14,32,74,25
73.42,24.35,45H07/074/SS/15,25,64,19
73.44,24.35,45H07/075/SS/15,36,62,29
73.46,24.35,45H07/076/SS/15,24,53,17
73.48,24.35,45H07/077/SS/15,26,63,21
73.50,24.35,45H07/078/SS/15,27,54,21
73.26,24.37,45H07/078/SS/15,11,43,20
73.28,24.37,45H07/080/SS/14,14,50,19
73.30,24.37,45H07/081/SS/14,19,44,19
73.32,24.37,45H07/082/SS/15,16,50,36
73.34,24.37,45H07/083/SS/15,20,39,18
73.36,24.37,45H07/084/SS/15,27,85,23
73.38,24.37,45H07/085/SS/14,36,108,25
73.40,24.37,45H07/086/SS/14,37,82,24
73.42,24.37,45H07/087/SS/14,26,63,24
73.44,24.37,45H07/088/SS/15,30,66,26
73.46,24.37,45H07/089/SS/15,27,64,25
73.48,24.37,45H07/090/SS/15,25,45,19
73.50,24.37,45H07/091/SS/15,41,79,20
73.26,24.39,45H07/092/SS/15,13,40,20
73.28,24.39,45H07/093/SS/15,17,45,25
73.30,24.39,45H07/094/SS/14,15,34,18
73.32,24.39,45H07/095/SS/15,20,60,24
73.34,24.39,45H07/096/SS/15,24,48,18
73.36,24.39,45H07/097/SS/14,32,139,27
73.38,24.39,45H07/098/SS/15,31,100,27
73.40,24.39,45H07/099/SS/14,29,65,26
73.42,24.39,45H07/100/SS/14,51,69,24
73.44,24.39,45H07/101/SS/14,23,60,21
73.46,24.39,45H07/102/SS/15,32,61,31
73.48,24.39,45H07/103/SS/15,25,63,24
73.50,24.39,45H07/104/SS/15,26,52,18
73.26,24.40,45H07/105/SS/15,14,51,19
73.28,24.40,45H07/106/SS/15,17,46,24
73.30,24.40,45H07/107/SS/14,15,37,23
73.32,24.40,45H07/108/SS/14,22,51,20
73.34,24.40,45H07/109/SS/15,20,43,20
73.36,24.40,45H07/110/SS/14,28,84,24
73.38,24.40,45H07/111/SS/15,33,96,29
73.40,24.40,45H07/112/SS/15,31,69,30
73.42,24.40,45H07/113/SS/14,22,77,22
73.44,24.40,45H07/114/SS/14,28,57,26
73.46,24.40,45H07/115/SS/15,37,68,32
73.48,24.40,45H07/116/SS/15,25,64,21
73.50,24.40,45H07/117/SS/15,26,57,22
73.26,24.42,45H07/118/SS/15,17,49,22
73.28,24.42,45H07/119/SS/15,16,41,22
73.30,24.42,45H07/120/SS/15,16,42,18
73.32,24.42,45H07/121/SS/14,26,52,25
73.34,24.42,45H07/122/SS/14,22,58,22
73.36,24.42,45H07/123/SS/15,23,85,22
73.38,24.42,45H07/124/SS/14,29,96,29
73.40,24.42,45H07/125/SS/14,24,79,25
73.42,24.42,45H07/126/SS/14,26,76,20
73.44,24.42,45H07/127/SS/15,29,68,25
73.46,24.42,45H07/128/SS/14,30,67,57
73.48,24.42,45H07/129/SS/15,44,77,42
73.50,24.42,45H07/130/SS/15,26,61,50
73.26,24.44,45H07/131/SS/15,18,51,20
73.28,24.44,45H07/132/SS/15,15,40,21
73.30,24.44,45H07/133/SS/15,15,43,17
73.32,24.44,45H07/134/SS/15,9,40,33
73.34,24.44,45H07/133/SS/15,21,54,20
73.36,24.44,45H07/136/SS/15,16,62,19
73.38,24.44,45H07/137/SS/14,29,104,26
73.40,24.44,45H07/138/SS/14,33,89,25
73.42,24.44,45H07/139/SS/14,27,66,16
73.44,24.44,45H07/140/SS/14,23,58,24
73.46,24.44,45H07/141/SS/14,31,61,57
73.48,24.44,45H07/142/SS/15,20,48,49
73.50,24.44,45H07/143/SS/15,17,37,36
73.26,24.46,45H07/144/SS/15,21,58,22
73.28,24.46,45H07/145/SS/15,26,49,20
73.30,24.46,45H07/146/SS/15,18,47,22
73.32,24.46,45H07/147/SS/15,14,45,21
73.34,24.46,45H07/148/SS/15,19,44,20
73.36,24.46,45H07/149/SS/15,21,59,25
73.38,24.46,45H07/150/SS/14,25,109,27
73.40,24.46,45H07/151/SS/14,25,66,21
73.42,24.46,45H07/152/SS/14,22,69,21
73.44,24.46,45H07/153/SS/14,28,58,26
73.46,24.46,45H07/154/SS/15,16,67,63
73.48,24.46,45H07/155/SS/15,29,60,24
73.50,24.46,45H07/156/SS/15,31,57,22
73.26,24.48,45H07/157/SS/15,18,56,23
73.28,24.48,45H07/158/SS/15,16,39,24
73.30,24.48,45H07/159/SS/15,17,46,23
73.32,24.48,45H07/160/SS/15,20,54,22
73.34,24.48,45H07/161/SS/15,15,46,19
73.36,24.48,45H07/162/SS/15,20,57,24
73.38,24.48,45H07/163/SS/14,23,108,23
73.40,24.48,45H07/164/SS/14,20,79,21
73.42,24.48,45H07/165/SS/14,26,81,21
73.44,24.48,45H07/166/SS/14,20,54,15
73.46,24.48,45H07/167/SS/15,25,53,19
73.48,24.48,45H07/168/SS/14,50,72,29
73.50,24.48,45H07/169/SS/14,28,63,22
73.26,24.49,45H07/170/SS/14,10,33,23
73.28,24.49,45H07/171/SS/15,10,47,29
73.30,24.49,45H07/172/SS/15,14,38,19
73.32,24.49,45H07/173/SS/15,16,44,25
73.34,24.49,45H07/174/SS/15,16,38,22
73.36,24.49,45H07/175/SS/15,23,65,27
73.38,24.49,45H07/176/SS/14,20,75,26
73.40,24.49,45H07/177/SS/14,31,80,30
73.42,24.49,45H07/178/SS/14,36,77,26
73.44,24.49,45H07/179/SS/14,22,69,18
73.46,24.49,45H07/180/SS/14,17,64,15
73.48,24.49,45H07/181/SS/14,24,47,19
73.50,24.49,45H07/182/SS/14,23,42,19
73.26,24.01,45H08/1/S/14,23,52,21
73.28,24.01,45H08/2/S/14,18,51,26
73.30,24.01,45H08/3/S/14,22,53,20
73.32,24.01,45H08/4/S/14,14,54,25
73.34,24.01,45H08/5/S/14,27,69,31
73.36,24.01,45H08/6/S/14,32,77,28
73.38,24.01,45H08/7/S/14,34,82,28
73.40,24.01,45H08/8/S/14,37,85,23
73.42,24.01,45H08/9/S/14,41,79,34
73.44,24.01,45H08/10/S/14,45,78,26
73.46,24.01,45H08/11/S/14,36,66,31
73.48,24.01,45H08/12/S/14,37,87,27
73.50,24.01,45H08/13/S/14,37,71,26
73.26,24.03,45H08/14/S/14,24,54,15
73.28,24.03,45H08/15/S/14,19,53,22
73.30,24.03,45H08/16/S/14,25,47,21
73.32,24.03,45H08/17/S/14,13,50,24
73.34,24.03,45H08/18/S/14,26,71,31
73.36,24.03,45H08/19/S/14,37,70,25
73.38,24.03,45H08/20/S/14,33,77,29
73.40,24.03,45H08/21/S/14,36,82,26
73.42,24.03,45H08/22/S/14,41,74,24
73.44,24.03,45H08/23/S/14,40,81,27
73.46,24.03,45H08/24/S/14,36,78,25
73.48,24.03,45H08/25/S/14,39,72,29
73.50,24.03,45H08/26/S/14,35,70,23
73.26,24.05,45H08/27/S/14,23,51,22
73.28,24.05,45H08/28/S/14,23,61,21
73.30,24.05,45H08//29/S/14,24,65,18
73.32,24.05,45H08/30/S/14,20,63,21
73.34,24.05,45H08/31/S/14,19,59,24
73.36,24.05,45H08/32/S/14,42,91,31
73.38,24.05,45H08/33/S/14,28,64,28
73.40,24.05,45H08/34/S/14,40,86,25
73.42,24.05,45H08/35/S/14,38,82,31
73.44,24.05,45H08/36/S/14,34,64,28
73.46,24.05,45H08/37/S/14,41,80,28
73.48,24.05,45H08/38/S/14,38,80,31
73.50,24.05,45H08/39/S/14,32,83,26
73.26,24.06,45H08/40/S/14,20,48,19
73.28,24.06,45H08/41/S/14,19,62,23
73.30,24.06,45H08/42/S/14,16,55,25
73.32,24.06,45H08/43/S/14,28,57,18
73.34,24.06,45H08//44/S/14,22,60,21
73.36,24.06,45H08/45/S/14,29,81,34
73.38,24.06,45H08/46/S/14,49,90,24
73.40,24.06,45H08/47/S/14,48,80,23
73.42,24.06,45H08/48/S/14,36,83,27
73.44,24.06,45H08/49/S/14,31,72,26
73.46,24.06,45H08/50/S/14,37,80,29
73.48,24.06,45H08/51/S/14,36,74,26
73.50,24.06,45H08/52/S/14,34,77,27
73.26,24.08,45H08/53/S/14,16,38,19
73.28,24.08,45H08/54/S/14,20,59,24
73.30,24.08,45H08/55/S/14,25,71,24
73.32,24.08,45H08/56/S/14,19,47,18
73.34,24.08,45H08/57/S/14,18,44,15
73.36,24.08,45H08/58/S/14,31,79,36
73.38,24.08,45H08/59/S/14,39,78,30
73.40,24.08,45H08/60/S/14,31,92,35
73.42,24.08,45H08/61/S/14,36,81,26
73.44,24.08,45H08/62/S/14,32,75,26
73.46,24.08,45H08/63/S/14,37,86,27
73.48,24.08,45H08/64/S/14,34,79,30
73.50,24.08,45H08/65/S/14,37,77,22
73.26,24.10,45H08/66/S/14,16,52,18
73.28,24.10,45H08/67/S/14,22,56,21
73.30,24.10,45H08/68/S/14,24,61,20
73.32,24.10,45H08/69/S/14,20,39,16
73.34,24.10,45H08/70/S/14,20,47,22
73.36,24.10,45H08/71/S/14,32,80,26
73.38,24.10,45H08/72/S/14,35,75,30
73.40,24.10,45H08/73/S/14,31,80,29
73.42,24.10,45H08/74/S/14,10,33,14
73.44,24.10,45H08/75/S/14,32,69,28
73.46,24.10,45H08/76/S/14,31,79,30
73.48,24.10,45H08/77/S/14,28,74,28
73.50,24.10,45H08/78/S/14,32,75,31
73.26,24.12,45H08/79/S/14,17,45,14
73.28,24.12,45H08/80/S/14,29,69,25
73.30,24.12,45H08/81/S/14,27,63,25
73.32,24.12,45H08/82/S/14,32,63,20
73.34,24.12,45H08/83/S/14,16,48,16
73.36,24.12,45H08/84/S/14,30,65,22
73.38,24.12,45H08/85/S/14,31,81,27
73.40,24.12,45H08/86/S/14,31,80,32
73.42,24.12,45H08/87/S/14,40,79,27
73.44,24.12,45H08/88/S/14,34,77,30
73.46,24.12,45H08/89/S/14,32,74,25
73.48,24.12,45H08/90/S/14,33,75,34
73.50,24.12,45H08/91/S/14,29,72,34
73.26,24.14,45H08/92/S/14,24,50,17
73.28,24.14,45H08/93/S/14,19,58,21
73.30,24.14,45H08/94/S/14,25,63,18
73.32,24.14,45H08/95/S/14,23,55,18
73.34,24.14,45H08/96/S/14,17,40,19
73.36,24.14,45H08/97/S/14,23,65,18
73.38,24.14,45H08/98/S/14,34,73,23
73.40,24.14,45H08/99/S/14,35,87,20
73.42,24.14,45H08/100/S/14,38,80,27
73.44,24.14,45H08/101/S/14,42,86,31
73.46,24.14,45H08/102/S/14,45,80,28
73.48,24.14,45H08/103/S/14,40,85,33
73.50,24.14,45H08/104/S/14,32,77,36
73.26,24.15,45H08/105/S/14,15,47,17
73.28,24.15,45H08/106/S/14,22,67,18
73.30,24.15,45H08/107/S/14,24,60,17
73.32,24.15,45H08/108/S/14,22,49,20
73.34,24.15,45H08/109/S/14,20,41,16
73.36,24.15,45H08/110/S/14,19,54,22
73.38,24.15,45H08/111/S/14,37,83,25
73.40,24.15,45H08/112/S/14,33,68,26
73.42,24.15,45H08/113/S/14,35,77,22
73.44,24.15,45H08/114/S/14,29,80,22
73.46,24.15,45H08/115/S/14,40,78,27
73.48,24.15,45H08/116/S/14,35,85,35
73.50,24.15,45H08/117/S/14,38,80,24
73.26,24.17,45H08/118/S/14,19,51,15
73.28,24.17,45H08/119/S/14,20,49,22
73.30,24.17,45H08/120/S/14,25,62,27
73.32,24.17,45H08/121/S/14,18,67,22
73.34,24.17,45H08/122/S/14,13,39,25
73.36,24.17,45H08/123/S/14,27,65,31
73.38,24.17,45H08/124/S/14,37,76,19
73.40,24.17,45H08/125/S/14,26,62,14
73.42,24.17,45H08/126/S/14,39,82,22
73.44,24.17,45H08/127/S/14,44,90,30
73.46,24.17,45H08/128/S/14,37,76,26
73.48,24.17,45H08/129/S/14,35,76,25
73.50,24.17,45H08/130/S/14,18,53,14
73.26,24.19,45H08/131/S/14,40,85,26
73.28,24.19,45H08/132/S/14,17,50,18
73.30,24.19,45H08/133/S/14,27,70,21
73.32,24.19,45H08/134/S/14,26,56,24
73.34,24.19,45H08/135/S/14,12,35,12
73.36,24.19,45H08/136/S/14,21,66,19
73.38,24.19,45H08/137/S/14,34,79,27
73.40,24.19,45H08/138/S/14,35,68,21
73.42,24.19,45H08/139/S/14,39,79,24
73.44,24.19,45H08/140/S/14,41,87,31
73.46,24.19,45H08/141/S/14,43,89,29
73.48,24.19,45H08/142/S/14,32,83,26
73.50,24.19,45H08/143/S/14,29,75,26
73.26,24.21,45H08/144/S/14,17,53,20
73.28,24.21,45H08/145/S/14,12,41,20
73.30,24.21,45H08/146/S/14,22,53,21
73.32,24.21,45H08/147/S/14,26,75,21
73.34,24.21,45H08/148/S/14,23,53,21
73.36,24.21,45H08/149/S/14,39,59,22
73.38,24.21,45H08/150/S/14,40,105,29
73.40,24.21,45H08/151/S/14,33,76,30
73.42,24.21,45H08/152/S/14,31,69,23
73.44,24.21,45H08/153/S/14,39,82,29
73.46,24.21,45H08/154/S/14,39,82,32
73.48,24.21,45H08/155/S/14,39,84,27
73.50,24.21,45H08/156/S/14,35,87,31
73.26,24.23,45H08/157/S/14,27,58,17
73.28,24.23,45H08/158/S/14,16,43,22
73.30,24.23,45H08/159/S/14,22,60,15
73.32,24.23,45H08/160/S/14,26,53,17
73.34,24.23,45H08/161/S/14,17,40,15
73.36,24.23,45H08/162/S/14,20,51,21
73.38,24.23,45H08/163/S/14,30,70,18
73.40,24.23,45H08/164/S/14,27,64,23
73.42,24.23,45H08/165/S/14,26,49,24
73.44,24.23,45H08/166/S/14,38,94,32
73.46,24.23,45H08/167/S/14,69,88,26
73.48,24.23,45H08/168/S/14,39,85,25
73.50,24.23,45H08/169/S/14,43,83,30
73.26,24.24,45H08/170/S/14,26,54,19
73.28,24.24,45H08/171/S/14,20,51,14
73.30,24.24,45H08/172/S/14,25,65,25
73.32,24.24,45H08/173/S/14,24,67,19
73.34,24.24,45H08/174/S/14,16,39,17
73.36,24.24,45H08/175/S/14,35,59,24
73.38,24.24,45H08/176/S/14,28,59,24
73.40,24.24,45H08/177/S/14,31,67,28
73.42,24.24,45H08/178/S/14,23,45,17
73.44,24.24,45H08/179/S/14,29,60,23
73.46,24.24,45H08/180/S/14,67,95,34
73.48,24.24,45H08/181/S/14,33,71,28
73.50,24.24,45H08/182/S/14,28,74,31
73.51,24.76,45H09/001/S/15,18,56,39
73.53,24.76,45H09/002/S/15,19,60,66
73.55,24.76,45H09/003/S/15,41,98,33
73.57,24.76,45H09/004/S/15,58,94,40
73.59,24.76,45H09/005/S/15,42,77,32
73.61,24.76,45H09/006/S/15,41,87,31
73.63,24.76,45H09/007/S/15,43,84,28
73.65,24.76,45H09/008/S/15,50,79,68
73.67,24.76,45H09/009/S/15,66,100,23
73.69,24.76,45H09/010/S/15,27,72,22
73.71,24.76,45H09/011/S/15,54,122,36
73.73,24.76,45H09/012/S/15,70,149,35
73.75,24.76,45H09/013/S/15,50,122,36
73.51,24.78,45H09/014/S/15,22,55,34
73.53,24.78,45H09/015/S/15,24,58,48
73.55,24.78,45H09/016/S/15,30,66,40
73.57,24.78,45H09/017/S/15,53,75,32
73.59,24.78,45H09/018/S/15,37,77,29
73.61,24.78,45H09/019/S/15,42,75,31
73.63,24.78,45H09/020/S/15,46,101,66
73.65,24.78,45H09/021/S/15,22,59,48
73.67,24.78,45H09/022/S/15,49,77,19
73.69,24.78,45H09/023/S/15,33,83,28
73.71,24.78,45H09/024/S/15,108,171,40
73.73,24.78,45H09/025/S/15,105,140,35
73.75,24.78,45H09/026/S/15,57,114,25
73.51,24.80,45H09/027/S/15,50,115,37
73.53,24.80,45H09/028/S/15,21,58,55
73.55,24.80,45H09/029/S/15,20,63,45
73.57,24.80,45H09/030/S/15,40,78,32
73.59,24.80,45H09/031/S/15,33,75,28
73.61,24.80,45H09/032/S/15,35,67,33
73.63,24.80,45H09/033/S/15,35,85,35
73.65,24.80,45H09/034/S/15,41,89,21
73.67,24.80,45H09/035/S/15,36,83,22
73.69,24.80,45H09/036/S/15,32,80,28
73.71,24.80,45H09/037/S/15,90,151,48
73.73,24.80,45H09/038/S/15,112,123,35
73.75,24.80,45H09/039/S/15,39,135,19
73.51,24.81,45H09/040/S/15,38,90,45
73.53,24.81,45H09/041/S/15,22,63,49
73.55,24.81,45H09/042/S/15,34,80,39
73.57,24.81,45H09/043/S/15,53,79,37
73.59,24.81,45H09/044/S/15,60,77,34
73.61,24.81,45H09/045/S/15,29,92,44
73.63,24.81,45H09/046/S/15,42,76,21
73.65,24.81,45H09/047/S/15,41,85,24
73.67,24.81,45H09/048/S/15,46,95,37
73.69,24.81,45H09/049/S/15,52,86,22
73.71,24.81,45H09/050/S/15,63,106,35
73.73,24.81,45H09/051/S/15,97,121,33
73.75,24.81,45H09/052/S/15,95,139,17
73.51,24.83,45H09/053/S/15,30,68,35
73.53,24.83,45H09/054/S/15,29,50,43
73.55,24.83,45H09/055/S/15,20,59,49
73.57,24.83,45H09/056/S/15,29,74,29
73.59,24.83,45H09/057/S/15,40,94,38
73.61,24.83,45H09/058/S/15,22,76,23
73.63,24.83,45H09/059/S/15,61,95,38
73.65,24.83,45H09/060/S/15,40,86,29
73.67,24.83,45H09/061/S/15,25,81,30
73.69,24.83,45H09/062/S/15,31,68,31
73.71,24.83,45H09/063/S/15,40,80,21
73.73,24.83,45H09/064/S/15,71,95,22
73.75,24.83,45H09/065/S/15,72,94,27
73.51,24.85,45H09/066/S/15,25,75,26
73.53,24.85,45H09/067/S/15,25,77,34
73.55,24.85,45H09/068/S/15,25,78,34
73.57,24.85,45H09/069/S/15,34,73,27
73.59,24.85,45H09/070/S/15,76,115,38
73.61,24.85,45H09/071/S/15,36,75,34
73.63,24.85,45H09/072/S/15,21,70,27
73.65,24.85,45H09/073/S/15,40,70,23
73.67,24.85,45H09/074/S/15,54,76,28
73.69,24.85,45H09/075/S/15,53,91,30
73.71,24.85,45H09/076/S/15,38,86,23
73.73,24.85,45H09/077/S/15,46,83,23
73.75,24.85,45H09/078/S/15,71,100,34
73.51,24.87,45H09/079/S/15,27,72,26
73.53,24.87,45H09/080/S/15,23,88,25
73.55,24.87,45H09/081/S/15,29,88,41
73.57,24.87,45H09/082/S/15,28,64,25
73.59,24.87,45H09/083/S/15,77,155,10
73.61,24.87,45H09/084/S/15,39,77,31
73.63,24.87,45H09/085/S/15,21,75,23
73.65,24.87,45H09/086/S/15,39,88,21
73.67,24.87,45H09/087/S/15,57,97,24
73.69,24.87,45H09/088/S/15,38,86,26
73.71,24.87,45H09/089/S/15,34,77,21
73.73,24.87,45H09/090/S/15,40,96,44
73.75,24.87,45H09/091/S/15,37,81,32
73.51,24.89,45H09/092/S/15,43,95,24
73.53,24.89,45H09/093/S/15,27,84,28
73.55,24.89,45H09/094/S/15,46,97,27
73.57,24.89,45H09/095/S/15,27,63,26
73.59,24.89,45H09/096/S/15,39,91,37
73.61,24.89,45H09/097/S/15,37,84,33
73.63,24.89,45H09/098/S/15,38,80,31
73.65,24.89,45H09/099/S/15,42,86,42
73.67,24.89,45H09/100/S/15,40,95,30
73.69,24.89,45H09/101/S/15,43,84,25
73.71,24.89,45H09/102/S/15,37,98,35
73.73,24.89,45H09/103/S/15,43,92,26
73.75,24.89,45H09/104/S/15,49,92,29
73.51,24.90,45H09/105/S/15,31,80,25
73.53,24.90,45H09/106/S/15,37,107,32
73.55,24.90,45H09/107/S/15,33,73,32
73.57,24.90,45H09/108/S/15,25,67,20
73.59,24.90,45H09/109/S/15,50,96,37
73.61,24.90,45H09/110/S/15,52,82,41
73.63,24.90,45H09/111/S/15,39,79,30
73.65,24.90,45H09/112/S/15,49,84,29
73.67,24.90,45H09/113/S/15,46,84,28
73.69,24.90,45H09/114/S/15,57,87,35
73.71,24.90,45H09/115/S/15,46,93,28
73.73,24.90,45H09/116/S/15,36,77,26
73.75,24.90,45H09/117/S/15,42,88,33
73.51,24.92,45H09/118/S/15,49,77,19
73.53,24.92,45H09/119/S/15,24,67,31
73.55,24.92,45H09/120/S/15,33,78,28
73.57,24.92,45H09/121/S/15,36,84,35
73.59,24.92,45H09/122/S/15,37,77,23
73.61,24.92,45H09/123/S/15,46,76,22
73.63,24.92,45H09/124/S/15,39,82,28
73.65,24.92,45H09/125/S/15,37,75,26
73.67,24.92,45H09/126/S/15,37,75,36
73.69,24.92,45H09/127/S/15,47,82,33
73.71,24.92,45H09/128/S/15,32,68,30
73.73,24.92,45H09/129/S/15,30,67,28
73.75,24.92,45H09/130/S/15,32,97,29
73.51,24.94,45H09/131/S/15,39,87,23
73.53,24.94,45H09/132/S/15,42,98,19
73.55,24.94,45H09/133/S/15,24,75,28
73.57,24.94,45H09/134/S/15,47,93,29
73.59,24.94,45H09/135/S/15,48,94,24
73.61,24.94,45H09/136/S/15,43,82,27
73.63,24.94,45H09/137/S/15,34,70,30
73.65,24.94,45H09/138/S/15,60,95,12
73.67,24.94,45H09/139/S/15,49,98,20
73.69,24.94,45H09/140/S/15,60,89,31
73.71,24.94,45H09/141/S/15,45,84,21
73.73,24.94,45H09/142/S/15,44,88,23
73.75,24.94,45H09/143/S/15,40,88,25
73.51,24.96,45H09/144/S/15,34,90,31
73.53,24.96,45H09/145/S/15,34,88,28
73.55,24.96,45H09/146/S/15,46,87,36
73.57,24.96,45H09/147/S/15,50,104,25
73.59,24.96,45H09/148/S/15,52,99,31
73.61,24.96,45H09/149/S/15,66,88,28
73.63,24.96,45H09/150/S/15,37,80,31
73.65,24.96,45H09/151/S/15,44,101,33
73.67,24.96,45H09/152/S/15,33,77,21
73.69,24.96,45H09/153/S/15,76,93,20
73.71,24.96,45H09/154/S/15,38,81,21
73.73,24.96,45H09/155/S/15,44,72,19
73.75,24.96,45H09/156/S/15,33,86,17
73.51,24.98,45H09/157/S/15,41,81,27
73.53,24.98,45H09/158/S/15,42,83,26
73.55,24.98,45H09/159/S/15,25,76,28
73.57,24.98,45H09/160/S/15,54,110,30
73.59,24.98,45H09/161/S/15,39,92,30
73.61,24.98,45H09/162/S/15,41,85,28
73.63,24.98,45H09/163/S/15,41,81,25
73.65,24.98,45H09/164/S/15,35,83,19
73.67,24.98,45H09/165/S/15,33,86,23
73.69,24.98,45H09/166/S/15,43,86,27
73.71,24.98,45H09/167/S/15,36,96,23
73.73,24.98,45H09/168/S/15,37,79,25
73.75,24.98,45H09/169/S/15,29,159,19
73.51,24.99,45H09/170/S/15,36,78,25
73.53,24.99,45H09/171/S/15,33,84,25
73.55,24.99,45H09/172/S/15,48,94,26
73.57,24.99,45H09/173/S/15,30,147,26
73.59,24.99,45H09/174/S/15,20,135,26
73.61,24.99,45H09/175/S/15,28,130,36
73.63,24.99,45H09/176/S/15,46,145,19
73.65,24.99,45H09/177/S/15,20,114,19
73.67,24.99,45H09/178/S/15,62,91,23
73.69,24.99,45H09/179/S/15,30,141,26
