Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2016S006548    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),670000,Dissabte,Ds,Laboral,2016,8,Agost,27,22,Nit,No és causa del  vianant,0,2,0,2,2,434241.83,4583823.22,2.212185,41.401415
2016S003898    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),680000,Dissabte,Ds,Laboral,2016,5,Maig,21,3,Nit,No és causa del  vianant,0,0,0,0,1,434167.41,4583754.91,2.211308,41.400788
2016S000624    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),650000,Dilluns,Dl,Laboral,2016,1,Gener,25,16,Tarda,No és causa del  vianant,0,1,0,1,3,434371.96,4583978.79,2.213724,41.402822
2016S001368    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),660000,Dilluns,Dl,Laboral,2016,2,Febrer,22,7,Matí,No és causa del  vianant,0,1,0,1,2,434299.84,4583908.15,2.21287,41.402186
2016S006041    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701278,Taulat,0158 0166,Dimarts,Dm,Laboral,2016,8,Agost,2,0,Nit,No és causa del  vianant,0,0,0,0,2,434143.32,4584012.15,2.210993,41.403109
2016S000521    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),600000,Dijous,Dj,Laboral,2016,1,Gener,21,20,Tarda,No és causa del  vianant,0,2,0,2,2,434743.24,4584321.79,2.218137,41.405942
2016S009827    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),630000,Dimarts,Dm,Laboral,2016,12,Desembre,20,20,Tarda,No és causa del  vianant,0,1,0,1,2,434528.18,4584107.85,2.215588,41.403997
2016S007540    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,148704,Ciutat de Granada,0164 0168,Dimarts,Dm,Laboral,2016,10,Octubre,4,18,Tarda,No és causa del  vianant,0,9,0,9,2,432415.92,4584183.98,2.190302,41.404506
2016S006093    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,0001X0001X,Dimecres,Dc,Laboral,2016,8,Agost,3,17,Tarda,No és causa del  vianant,0,1,0,1,2,434162.42,4583868.03,2.211235,41.401814
2016S000348    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,322608,Selva de Mar,0011 0011,Divendres,Dv,Laboral,2016,1,Gener,15,16,Tarda,No és causa del  vianant,0,1,0,1,2,434229.29,4584376.75,2.211982,41.406395
2016S009375    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,180401,Lope de Vega,0006 0006,Dilluns,Dl,Laboral,2016,12,Desembre,5,17,Tarda,No és causa del  vianant,0,1,0,1,1,433930.38,4583769.8,2.208471,41.400903
2016S002504    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,180401,Lope de Vega,0006 0006,Divendres,Dv,Laboral,2016,4,Abril,1,22,Nit,No és causa del  vianant,0,2,0,2,3,433930.38,4583769.8,2.208471,41.400903
2016S002229    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0070 0070,Diumenge,Dg,Laboral,2016,3,Març,20,19,Tarda,No és causa del  vianant,0,1,0,1,1,432438.76,4582819.28,2.19073,41.392223
2016S001823    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,4908,Àlaba,0086 0086,Dilluns,Dl,Laboral,2016,3,Març,7,16,Tarda,No és causa del  vianant,0,1,0,1,3,432597.75,4583415.99,2.192565,41.397604
2016S005954    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0106 0106,Divendres,Dv,Laboral,2016,7,Juliol,29,8,Matí,Desobeir el senyal del semàfor,0,1,0,1,2,432772.27,4583343.67,2.194666,41.39697
2016S006463    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,271100,Pujades,0027 0027,Dimarts,Dm,Laboral,2016,8,Agost,23,20,Tarda,No és causa del  vianant,0,3,0,3,2,432020.16,4582682.39,2.185746,41.390954
2016S006906    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,311703,Sancho de Ávila,0015X0015X,Dilluns,Dl,Laboral,2016,9,Setembre,12,10,Matí,No és causa del  vianant,0,2,0,2,2,432225.16,4583407.86,2.188116,41.397501
2016S009418    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50803,Buenaventura Muñoz,0046 0046,Dimecres,Dc,Laboral,2016,12,Desembre,7,14,Tarda,No és causa del  vianant,0,1,0,1,2,432143.93,4582938.47,2.187188,41.39327
2016S008384    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0100 0100,Dijous,Dj,Laboral,2016,11,Novembre,3,11,Matí,Desobeir el senyal del semàfor,0,2,0,2,1,432244.8,4583025.85,2.188386,41.394062
2016S000480    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,171400,Joan d'Àustria,0103 0103,Dimecres,Dc,Laboral,2016,1,Gener,20,18,Tarda,No és causa del  vianant,0,1,0,1,2,432220.7,4583177.25,2.188082,41.395429
2016S003543    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0097 0097,Dilluns,Dl,Laboral,2016,5,Maig,9,11,Matí,No és causa del  vianant,0,1,0,1,2,432172.83,4583003.15,2.187528,41.393858
2016S001740    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,701414,C-31,20600000,Divendres,Dv,Laboral,2016,3,Març,4,13,Matí,No és causa del  vianant,0,1,0,1,2,432294.33,4584205.8,2.188852,41.404694
2016S002947    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,11200,Almogàvers,0022 0022,Dilluns,Dl,Laboral,2016,4,Abril,18,18,Tarda,No és causa del  vianant,0,1,0,1,2,431860.39,4582826.62,2.183816,41.392237
2016S002034    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701265,Litoral (Besòs),870000,Dilluns,Dl,Laboral,2016,3,Març,14,16,Tarda,Desobeir el senyal del semàfor,0,0,0,0,1,432912.53,4582333.35,2.196453,41.387885
2016S008889    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701265,Litoral (Besòs),0023S0000,Divendres,Dv,Laboral,2016,11,Novembre,18,19,Tarda,No és causa del  vianant,0,1,0,1,2,433339.26,4582749.76,2.201514,41.391668
2016S004100    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),870000,Dissabte,Ds,Laboral,2016,5,Maig,28,15,Tarda,No és causa del  vianant,0,1,0,1,1,432900.47,4582345.91,2.196308,41.387992
2016S003916    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),870000,Dissabte,Ds,Laboral,2016,5,Maig,21,20,Tarda,No és causa del  vianant,0,1,0,1,2,432900.47,4582345.91,2.196308,41.387992
2016S006147    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700654,Litoral,0036 0036,Dissabte,Ds,Laboral,2016,8,Agost,6,13,Matí,No és causa del  vianant,0,2,0,2,2,433218.52,4582540.06,2.20009,41.389775
2016S006012    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700654,Litoral,9993 9993,Dilluns,Dl,Laboral,2016,8,Agost,1,8,Matí,No és causa del  vianant,0,1,0,1,1,432911.5,4582301.09,2.196445,41.387597
2016S008005    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0044 0044,Divendres,Dv,Laboral,2016,10,Octubre,21,10,Matí,No és causa del  vianant,0,0,0,0,1,432541.68,4582711.99,2.191974,41.391259
2016S002585    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0050 0054,Dimarts,Dm,Laboral,2016,4,Abril,5,14,Tarda,No és causa del  vianant,0,2,0,2,2,432793.79,4582802.37,2.194978,41.3921
2016S001900    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,62609,Icària,0119 0119,Dimecres,Dc,Laboral,2016,3,Març,9,17,Tarda,No és causa del  vianant,0,1,0,1,2,432692.87,4582418.78,2.193812,41.388632
2016S002628    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,62609,Icària,0119 0119,Dijous,Dj,Laboral,2016,4,Abril,7,1,Nit,No és causa del  vianant,0,2,0,2,1,432692.87,4582418.78,2.193812,41.388632
2016S005064    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,132908,Ramon Trias Fargas,0014 0014,Dimarts,Dm,Laboral,2016,6,Juny,28,16,Tarda,No és causa del  vianant,0,1,0,1,2,432755.89,4582288.82,2.19458,41.387467
2016S006523    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0100 0100,Divendres,Dv,Laboral,2016,8,Agost,26,16,Tarda,No és causa del  vianant,0,1,0,1,2,433011.04,4583010.2,2.197562,41.393991
2016S004874    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0100 0100,Dimarts,Dm,Laboral,2016,6,Juny,21,14,Tarda,No és causa del  vianant,0,1,0,1,2,433011.04,4583010.2,2.197562,41.393991
2016S004602    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0100 0100,Dilluns,Dl,Laboral,2016,6,Juny,13,15,Tarda,No és causa del  vianant,0,1,0,1,2,433011.04,4583010.2,2.197562,41.393991
2016S003477    ,1,Ciutat Vella,1,el Raval,127409,Flors,0009 0009,Divendres,Dv,Laboral,2016,5,Maig,6,9,Matí,No és causa del  vianant,0,1,0,1,2,430478.95,4581017.4,2.167495,41.375826
2016S010004    ,1,Ciutat Vella,1,el Raval,700025,Josep Carner,0026 0026,Dilluns,Dl,Laboral,2016,12,Desembre,26,21,Tarda,No és causa del  vianant,0,1,0,1,2,431246.1,4580920.07,2.176689,41.375018
2016S007322    ,1,Ciutat Vella,1,el Raval,34308,Rambla,0027 0029,Dilluns,Dl,Laboral,2016,9,Setembre,26,17,Tarda,No és causa del  vianant,0,1,0,1,1,431129.89,4581327.89,2.175243,41.378674
2016S000664    ,1,Ciutat Vella,1,el Raval,140203,Drassanes,0014 0014,Dimarts,Dm,Laboral,2016,1,Gener,26,20,Tarda,No és causa del  vianant,0,1,0,1,2,430972.19,4581122.4,2.173389,41.376814
2016S010059    ,1,Ciutat Vella,1,el Raval,352100,Valldonzella,0001 0001,Dimecres,Dc,Laboral,2016,12,Desembre,28,12,Matí,No és causa del  vianant,0,0,0,0,1,430418.74,4582023.75,2.166661,41.384881
2016S003982    ,1,Ciutat Vella,1,el Raval,250904,Pelai,0054 0054,Dimarts,Dm,Laboral,2016,5,Maig,24,17,Tarda,No és causa del  vianant,0,1,0,1,1,430614.02,4582082.76,2.168999,41.385429
2016S002981    ,1,Ciutat Vella,1,el Raval,349207,Universitat,0007 0007,Dimarts,Dm,Laboral,2016,4,Abril,19,20,Tarda,No és causa del  vianant,0,1,0,1,1,430243.59,4582102.02,2.16456,41.385578
2016S006298    ,1,Ciutat Vella,1,el Raval,16408,Àngels,0008B0008B,Dissabte,Ds,Laboral,2016,8,Agost,13,21,Tarda,No és causa del  vianant,0,2,0,2,1,430574.79,4581709.56,2.168563,41.382067
2016S004893    ,1,Ciutat Vella,1,el Raval,34308,Rambla,0111 0111,Dimarts,Dm,Laboral,2016,6,Juny,21,20,Tarda,No és causa del  vianant,0,1,0,1,2,430772.09,4581908.22,2.170908,41.383876
2016S003197    ,1,Ciutat Vella,1,el Raval,67307,Carme,0047 0049,Dimecres,Dc,Laboral,2016,4,Abril,27,18,Tarda,No és causa del  vianant,0,1,0,1,1,430606.38,4581645.28,2.168953,41.381493
2016S002093    ,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,0033 0033,Dimecres,Dc,Laboral,2016,3,Març,16,19,Tarda,Desobeir el senyal del semàfor,0,0,1,1,1,431289.48,4582036,2.177076,41.385073
2016S002467    ,1,Ciutat Vella,1,el Raval,157909,Hospital,0034 0034,Divendres,Dv,Laboral,2016,4,Abril,1,0,Nit,No és causa del  vianant,0,1,0,1,2,430846.36,4581577.48,2.171831,41.380901
2016S004274    ,1,Ciutat Vella,2,el Barri Gòtic,34308,Rambla,0134 0134,Dijous,Dj,Laboral,2016,6,Juny,2,17,Tarda,No és causa del  vianant,0,1,0,1,2,430764.82,4582013.16,2.1708,41.384821
2016S006442    ,1,Ciutat Vella,2,el Barri Gòtic,34308,Rambla,0142 0142,Dilluns,Dl,Laboral,2016,8,Agost,22,22,Nit,Creuar per fora pas de vianants,0,1,0,1,1,430733.97,4582078.42,2.170422,41.385404
2016S002236    ,1,Ciutat Vella,2,el Barri Gòtic,74404,Catalunya,0017 0017,Dilluns,Dl,Laboral,2016,3,Març,21,9,Matí,No és causa del  vianant,0,0,0,0,1,430817.8,4582213.63,2.171411,41.386627
2016S007991    ,1,Ciutat Vella,2,el Barri Gòtic,74404,Catalunya,0023 0023,Dijous,Dj,Laboral,2016,10,Octubre,20,15,Tarda,No és causa del  vianant,0,1,0,1,2,430730.7,4582093.28,2.170385,41.385539
2016S000632    ,1,Ciutat Vella,2,el Barri Gòtic,18006,Antonio López,0001 0001,Dilluns,Dl,Laboral,2016,1,Gener,25,19,Tarda,No és causa del  vianant,0,1,0,1,1,431647.7,4581639.55,2.181402,41.381528
2016S002915    ,1,Ciutat Vella,2,el Barri Gòtic,18006,Antonio López,9999 9999,Diumenge,Dg,Laboral,2016,4,Abril,17,18,Tarda,No és causa del  vianant,0,1,0,1,2,431667.48,4581603.06,2.181646,41.381205
2016S006316    ,1,Ciutat Vella,2,el Barri Gòtic,701266,Litoral (Llobregat),1050000,Diumenge,Dg,Laboral,2016,8,Agost,14,23,Nit,No és causa del  vianant,0,1,0,1,2,431520.59,4581243.79,2.179929,41.377951
2016S006802    ,1,Ciutat Vella,2,el Barri Gòtic,701266,Litoral (Llobregat),1070000,Dimarts,Dm,Laboral,2016,9,Setembre,6,19,Tarda,No és causa del  vianant,0,1,0,1,2,431410.4,4581077.37,2.178632,41.376446
2016S007435    ,1,Ciutat Vella,2,el Barri Gòtic,112208,Escudellers,0061X0061X,Divendres,Dv,Laboral,2016,9,Setembre,30,11,Matí,No és causa del  vianant,0,1,0,1,1,431307.05,4581519.8,2.17735,41.380418
2016S003041    ,1,Ciutat Vella,2,el Barri Gòtic,34308,Rambla,0096 0096,Dijous,Dj,Laboral,2016,4,Abril,21,19,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,430916.01,4581714.5,2.172652,41.382141
2016S003566    ,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,0003 0003,Dilluns,Dl,Laboral,2016,5,Maig,9,20,Tarda,No és causa del  vianant,0,1,0,1,2,431586.43,4581732.23,2.180662,41.38236
2016S001177    ,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,0007 0007,Dilluns,Dl,Laboral,2016,2,Febrer,15,9,Matí,No és causa del  vianant,0,1,0,1,2,431556.71,4581762.59,2.1803,41.382628
2016S009396    ,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,0019 0019,Dimarts,Dm,Laboral,2016,12,Desembre,6,21,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,431456.1,4581865.33,2.179093,41.383547
2016S004541    ,1,Ciutat Vella,2,el Barri Gòtic,82901,Colom,0031X0031X,Divendres,Dv,Laboral,2016,6,Juny,10,17,Tarda,No és causa del  vianant,0,1,0,1,2,431538.33,4581294.72,2.180138,41.378411
2016S000828    ,1,Ciutat Vella,2,el Barri Gòtic,189406,Magdalenes,0029 0029,Dimarts,Dm,Laboral,2016,2,Febrer,2,12,Matí,No és causa del  vianant,0,1,0,1,1,431068.15,4582224.66,2.174412,41.386748
2016S007082    ,1,Ciutat Vella,3,la Barceloneta,15405,Andrea Doria,0030 0030,Diumenge,Dg,Laboral,2016,9,Setembre,18,0,Nit,No és causa del  vianant,0,0,0,0,5,432520.08,4581522.21,2.191855,41.380548
2016S001129    ,1,Ciutat Vella,2,el Barri Gòtic,18200,Antoni Maura,0006 0006,Divendres,Dv,Laboral,2016,2,Febrer,12,12,Matí,No és causa del  vianant,0,0,0,0,1,431229.93,4582072.65,2.176355,41.385392
2016S000874    ,1,Ciutat Vella,3,la Barceloneta,701265,Litoral (Besòs),1000000,Dimecres,Dc,Laboral,2016,2,Febrer,3,12,Matí,No és causa del  vianant,0,1,0,1,1,431864.49,4581575.48,2.184005,41.38097
2016S005000    ,1,Ciutat Vella,3,la Barceloneta,701266,Litoral (Llobregat),990000,Diumenge,Dg,Laboral,2016,6,Juny,26,8,Matí,No és causa del  vianant,0,1,0,1,2,431935.15,4581644.36,2.184846,41.381597
2016S010124    ,1,Ciutat Vella,2,el Barri Gòtic,74404,Catalunya,0016B0016B,Divendres,Dv,Laboral,2016,12,Desembre,30,21,Tarda,No és causa del  vianant,0,1,0,1,1,430840.05,4582248.15,2.171682,41.386944
2016S001404    ,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borbó Comte Barcelona,0063 0064,Dimarts,Dm,Laboral,2016,2,Febrer,23,6,Matí,No és causa del  vianant,0,3,0,3,2,432284.31,4581054.71,2.189085,41.376313
2016S006976    ,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,0045 0045,Dimecres,Dc,Laboral,2016,9,Setembre,14,12,Matí,No és causa del  vianant,0,1,0,1,2,431110.94,4582218.02,2.174915,41.386697
2016S007390    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",85309,Comercial,0001 0001,Dimecres,Dc,Laboral,2016,9,Setembre,28,17,Tarda,No és causa del  vianant,0,0,0,0,1,431754.33,4582119.98,2.182628,41.38586
2016S009263    ,1,Ciutat Vella,3,la Barceloneta,701266,Litoral (Llobregat),960000,Dijous,Dj,Laboral,2016,12,Desembre,1,19,Tarda,No és causa del  vianant,0,0,0,0,2,432191.59,4581803.96,2.187889,41.383051
2016S004012    ,1,Ciutat Vella,3,la Barceloneta,700813,Doctor Aiguader,0088 0088,Dimecres,Dc,Laboral,2016,5,Maig,25,14,Tarda,No és causa del  vianant,0,0,0,0,1,432704.73,4582076.17,2.193994,41.385553
2016S000882    ,1,Ciutat Vella,3,la Barceloneta,701265,Litoral (Besòs),910000,Dimecres,Dc,Laboral,2016,2,Febrer,3,20,Tarda,No és causa del  vianant,0,0,1,1,2,432623.95,4582055.23,2.193028,41.385357
2016S007387    ,1,Ciutat Vella,3,la Barceloneta,701265,Litoral (Besòs),910000,Dimecres,Dc,Laboral,2016,9,Setembre,28,21,Tarda,No és causa del  vianant,0,1,0,1,4,432623.95,4582055.23,2.193028,41.385357
2016S007828    ,1,Ciutat Vella,3,la Barceloneta,701265,Litoral (Besòs),22,Divendres,Dv,Laboral,2016,10,Octubre,14,21,Tarda,No és causa del  vianant,0,6,0,6,4,432487.96,4581946.87,2.191413,41.384364
2016S001569    ,1,Ciutat Vella,3,la Barceloneta,701265,Litoral (Besòs),22,Divendres,Dv,Laboral,2016,2,Febrer,26,17,Tarda,No és causa del  vianant,0,1,0,1,2,432487.96,4581946.87,2.191413,41.384364
2016S006366    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",163504,Isabel II,0002 0002,Dijous,Dj,Laboral,2016,8,Agost,18,7,Matí,No és causa del  vianant,0,0,0,0,2,431742.93,4581619.21,2.182541,41.381356
2016S003935    ,1,Ciutat Vella,3,la Barceloneta,145706,Ginebra,0014 0014,Diumenge,Dg,Laboral,2016,5,Maig,22,16,Tarda,No és causa del  vianant,0,1,0,1,2,432220.9,4581633.84,2.188255,41.381523
2016S005955    ,1,Ciutat Vella,3,la Barceloneta,701266,Litoral (Llobregat),910000,Divendres,Dv,Laboral,2016,7,Juliol,29,9,Matí,No és causa del  vianant,0,1,0,1,2,432611.3,4582070.8,2.192882,41.385491
2016S007510    ,1,Ciutat Vella,3,la Barceloneta,701266,Litoral (Llobregat),920000,Dilluns,Dl,Laboral,2016,10,Octubre,3,18,Tarda,No és causa del  vianant,0,1,0,1,2,432533.5,4582010.13,2.191956,41.384944
2016S000786    ,1,Ciutat Vella,3,la Barceloneta,701266,Litoral (Llobregat),0022S0000,Dilluns,Dl,Laboral,2016,2,Febrer,1,9,Matí,No és causa del  vianant,0,1,0,1,2,432786.88,4582237.77,2.194957,41.38701
2016S006356    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",198203,Marquès de l'Argentera,0023 0023,Dimecres,Dc,Laboral,2016,8,Agost,17,16,Tarda,No és causa del  vianant,0,1,0,1,2,431971.21,4582048.03,2.185231,41.385239
2016S005180    ,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borbó Comte Barcelona,0031 0031,Dissabte,Ds,Laboral,2016,7,Juliol,2,14,Tarda,No és causa del  vianant,0,0,1,1,1,432200.32,4581346.67,2.188048,41.378936
2016S006658    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",137606,Fusina,0013 0013,Dijous,Dj,Laboral,2016,9,Setembre,1,14,Tarda,No és causa del  vianant,0,1,0,1,2,431838.35,4582225.41,2.183621,41.386822
2016S009461    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",266904,Princesa,0019 0019,Divendres,Dv,Laboral,2016,12,Desembre,9,11,Matí,Altres,0,1,0,1,1,431528.77,4582026.6,2.179936,41.385004
2016S005438    ,2,Eixample,10,Sant Antoni,323203,Sepúlveda,0015 0015,Dilluns,Dl,Laboral,2016,7,Juliol,11,16,Tarda,No és causa del  vianant,0,1,0,1,3,429278.37,4581082.4,2.153138,41.376306
2016S009565    ,2,Eixample,10,Sant Antoni,110803,Entença,0024 0026,Dimarts,Dm,Laboral,2016,12,Desembre,13,11,Matí,No és causa del  vianant,0,1,0,1,2,429418.26,4581111.76,2.154809,41.37658
2016S004282    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",266904,Princesa,0051 0051,Dijous,Dj,Laboral,2016,6,Juny,2,20,Tarda,No és causa del  vianant,0,0,0,0,1,431695.32,4582199.47,2.181913,41.386576
2016S002499    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",217501,Montcada,0005 0005,Divendres,Dv,Laboral,2016,4,Abril,1,21,Tarda,No és causa del  vianant,0,1,0,1,2,431570.58,4582073.55,2.180433,41.38543
2016S002586    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",266904,Princesa,0061 0061,Dimarts,Dm,Laboral,2016,4,Abril,5,13,Matí,No és causa del  vianant,0,1,0,1,2,431780.17,4582295.09,2.182919,41.387448
2016S008935    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,0001B0001B,Dilluns,Dl,Laboral,2016,11,Novembre,21,6,Matí,No és causa del  vianant,0,1,0,1,1,431719.63,4582376.41,2.18218,41.388172
2016S006862    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",286504,Roger de Flor,0001 0001,Divendres,Dv,Laboral,2016,9,Setembre,9,17,Tarda,No és causa del  vianant,0,1,0,1,2,431889.44,4582566.08,2.184192,41.389898
2016S002519    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",359109,Lluís Companys,0012 0012,Dissabte,Ds,Laboral,2016,4,Abril,2,17,Tarda,No és causa del  vianant,0,1,0,1,2,431785.22,4582580.05,2.182947,41.390015
2016S009483    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",143100,General Álvarez de Castro,0007 0007,Dissabte,Ds,Laboral,2016,12,Desembre,10,1,Nit,No és causa del  vianant,0,1,0,1,1,431334.31,4582260.86,2.177589,41.387095
2016S001831    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",359109,Lluís Companys,0025 0025,Dilluns,Dl,Laboral,2016,3,Març,7,19,Tarda,No és causa del  vianant,0,1,0,1,2,431666.52,4582567.7,2.181525,41.389888
2016S002690    ,2,Eixample,10,Sant Antoni,198804,Paral·lel,0182 0182,Dissabte,Ds,Laboral,2016,4,Abril,9,12,Matí,No és causa del  vianant,0,2,0,2,2,429332.4,4580958.31,2.153798,41.375194
2016S009373    ,2,Eixample,10,Sant Antoni,198804,Paral·lel,0182 0182,Dilluns,Dl,Laboral,2016,12,Desembre,5,18,Tarda,No és causa del  vianant,0,1,0,1,2,429332.4,4580958.31,2.153798,41.375194
2016S007581    ,2,Eixample,10,Sant Antoni,198804,Paral·lel,0182 0182,Dijous,Dj,Laboral,2016,10,Octubre,6,9,Matí,No és causa del  vianant,0,1,0,1,2,429332.4,4580958.31,2.153798,41.375194
2016S001342    ,2,Eixample,10,Sant Antoni,198804,Paral·lel,0196 0196,Dissabte,Ds,Laboral,2016,2,Febrer,20,12,Matí,No és causa del  vianant,0,2,0,2,2,429106.54,4580966.65,2.151095,41.375246
2016S002963    ,2,Eixample,10,Sant Antoni,323203,Sepúlveda,0001 0001,Dissabte,Ds,Laboral,2016,6,Juny,11,0,Nit,No és causa del  vianant,0,1,0,1,2,429193.06,4580997.7,2.152132,41.375533
