Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2016S000639    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0814 0814,Dilluns,Dl,Laboral,2016,1,Gener,25,20,Tarda,No és causa del  vianant,0,1,0,1,2,431856.51,4583752.01,2.183664,41.400577
2016S007006    ,2,Eixample,5,el Fort Pienc,76807,Sardenya,0217 0217,Dijous,Dj,Laboral,2016,9,Setembre,15,12,Matí,No és causa del  vianant,0,2,0,2,2,431385.64,4583657.81,2.178041,41.399681
2016S004003    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0818 0818,Dimecres,Dc,Laboral,2016,5,Maig,25,11,Matí,No és causa del  vianant,0,0,0,0,2,431890.43,4583793.84,2.184066,41.400949
2016S008857    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0828B0828B,Dijous,Dj,Laboral,2016,11,Novembre,17,15,Tarda,No és causa del  vianant,0,2,0,2,2,431945.63,4583840.16,2.184719,41.401377
2016S000579    ,2,Eixample,5,el Fort Pienc,144601,Diagonal,9994 9994,Dissabte,Ds,Laboral,2016,1,Gener,23,15,Tarda,No és causa del  vianant,0,0,0,0,2,431166.56,4583735.74,2.175412,41.400365
2016S004621    ,2,Eixample,5,el Fort Pienc,89004,Consell de Cent,0482 0482,Dimarts,Dm,Laboral,2016,6,Juny,14,11,Matí,No és causa del  vianant,0,2,0,2,1,431381.55,4583708.19,2.177987,41.40014
2016S008489    ,2,Eixample,5,el Fort Pienc,238400,Padilla,0161 0161,Dilluns,Dl,Laboral,2016,11,Novembre,7,13,Matí,No és causa del  vianant,0,1,0,1,1,431899,4583719.47,2.184182,41.400283
2016S006905    ,2,Eixample,5,el Fort Pienc,238400,Padilla,0161 0161,Dilluns,Dl,Laboral,2016,9,Setembre,12,9,Matí,No és causa del  vianant,0,1,0,1,2,431899,4583719.47,2.184182,41.400283
2016S009422    ,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,0121 0121,Dimecres,Dc,Laboral,2016,12,Desembre,7,16,Tarda,No és causa del  vianant,0,2,0,2,3,429895.6,4580909.4,2.160536,41.374802
2016S001509    ,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,0121 0121,Dijous,Dj,Laboral,2016,2,Febrer,25,23,Nit,No és causa del  vianant,0,1,0,1,2,429895.6,4580909.4,2.160536,41.374802
2016S002420    ,3,Sants-Montjuïc,11,el Poble Sec,43207,Blasco de Garay,0015 0015,Dimecres,Dc,Laboral,2016,3,Març,30,14,Tarda,No és causa del  vianant,0,0,0,0,1,430107.69,4580819.48,2.163081,41.37401
2016S006924    ,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,0051 0053,Dilluns,Dl,Laboral,2016,9,Setembre,12,19,Tarda,No és causa del  vianant,0,1,0,1,2,430806.51,4580886.21,2.171431,41.374674
2016S009557    ,3,Sants-Montjuïc,11,el Poble Sec,130006,Fontrodona,0024 0024,Dimarts,Dm,Laboral,2016,12,Desembre,13,3,Nit,No és causa del  vianant,0,0,0,0,1,430447.23,4580765.74,2.167153,41.373553
2016S004214    ,3,Sants-Montjuïc,11,el Poble Sec,273400,Radas,0034 0036,Dimecres,Dc,Laboral,2016,6,Juny,1,9,Matí,No és causa del  vianant,0,1,0,1,1,429883.73,4580649.14,2.160423,41.372459
2016S006692    ,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,0099 0099,Divendres,Dv,Laboral,2016,9,Setembre,2,16,Tarda,No és causa del  vianant,0,1,0,1,2,430136.22,4580906.08,2.163418,41.374796
2016S000525    ,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,0001X0001X,Dijous,Dj,Laboral,2016,1,Gener,21,22,Nit,No és causa del  vianant,0,1,0,1,2,431119.88,4580858.37,2.175177,41.374449
2016S007405    ,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,0017 0019,Dijous,Dj,Laboral,2016,9,Setembre,29,10,Matí,No és causa del  vianant,0,1,0,1,2,431060.57,4580863.96,2.174471,41.374489
2016S006678    ,3,Sants-Montjuïc,11,el Poble Sec,213307,Miramar,0056 0076,Divendres,Dv,Laboral,2016,9,Setembre,2,13,Matí,No és causa del  vianant,0,1,0,1,2,430622.55,4580386.97,2.169289,41.370155
2016S009276    ,3,Sants-Montjuïc,11,el Poble Sec,114000,Espanya,9999 9999,Dijous,Dj,Laboral,2016,12,Desembre,1,19,Tarda,No és causa del  vianant,0,1,0,1,1,428940.68,4580908.62,2.149117,41.374709
2016S001057    ,3,Sants-Montjuïc,11,el Poble Sec,116402,Estadi,0037I0037I,Dimecres,Dc,Laboral,2016,2,Febrer,10,9,Matí,No és causa del  vianant,0,1,0,1,3,429164.1,4580005.61,2.151901,41.366596
2016S003051    ,3,Sants-Montjuïc,11,el Poble Sec,218606,Montjuïc,0050 0050,Dijous,Dj,Laboral,2016,4,Abril,21,22,Nit,No és causa del  vianant,0,1,0,1,2,430601.64,4580566.21,2.169017,41.371774
2016S007301    ,3,Sants-Montjuïc,11,el Poble Sec,218606,Montjuïc,0050 0050,Diumenge,Dg,Laboral,2016,9,Setembre,25,20,Tarda,No és causa del  vianant,0,1,0,1,2,430601.64,4580566.21,2.169017,41.371774
2016S004469    ,3,Sants-Montjuïc,11,el Poble Sec,700919,Polvorí,0003 0003,Dimecres,Dc,Laboral,2016,6,Juny,8,20,Tarda,No és causa del  vianant,0,1,0,1,2,428557.18,4579845.91,2.144663,41.365101
2016S006488    ,3,Sants-Montjuïc,11,el Poble Sec,701266,Litoral (Llobregat),1190000,Dimecres,Dc,Laboral,2016,8,Agost,24,22,Nit,No és causa del  vianant,0,3,0,3,3,430854.77,4580025.56,2.172104,41.366923
2016S000805    ,3,Sants-Montjuïc,11,el Poble Sec,701266,Litoral (Llobregat),1300000,Dilluns,Dl,Laboral,2016,2,Febrer,1,13,Matí,No és causa del  vianant,0,1,0,1,3,430515.24,4579432.98,2.168119,41.361553
2016S005502    ,3,Sants-Montjuïc,11,el Poble Sec,701266,Litoral (Llobregat),1330000,Dimarts,Dm,Laboral,2016,7,Juliol,12,18,Tarda,No és causa del  vianant,0,1,0,1,2,430295.52,4579236.94,2.165511,41.359769
2016S001319    ,3,Sants-Montjuïc,11,el Poble Sec,124706,Ferrocarrils Catalans,0008 0010,Divendres,Dv,Laboral,2016,2,Febrer,19,18,Tarda,No és causa del  vianant,0,1,0,1,2,428575.25,4579099.93,2.144966,41.358384
2016S000558    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,180,A Zona Franca,0027 0027,Divendres,Dv,Laboral,2016,1,Gener,22,20,Tarda,No és causa del  vianant,0,0,1,1,2,427801.81,4575859.88,2.136099,41.329133
2016S008441    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,180,A Zona Franca,0027 0027,Dissabte,Ds,Laboral,2016,11,Novembre,5,6,Matí,No és causa del  vianant,0,1,0,1,2,427801.81,4575859.88,2.136099,41.329133
2016S005309    ,3,Sants-Montjuïc,11,el Poble Sec,316809,Santa Madrona,0016 0022,Dijous,Dj,Laboral,2016,7,Juliol,7,2,Nit,No és causa del  vianant,0,0,0,0,2,429508.13,4580275.74,2.155982,41.369058
2016S003497    ,3,Sants-Montjuïc,11,el Poble Sec,198702,Francesc Ferrer i Guàrdia,0009 0011,Divendres,Dv,Laboral,2016,5,Maig,6,22,Nit,No és causa del  vianant,0,1,0,1,1,428951.34,4580345.2,2.149315,41.36964
2016S002187    ,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,0185 0185,Dissabte,Ds,Laboral,2016,3,Març,19,6,Matí,No és causa del  vianant,0,2,0,2,1,429230.37,4580912.7,2.152584,41.374771
2016S004137    ,3,Sants-Montjuïc,11,el Poble Sec,345068,Tres Pins,0041 0041,Dilluns,Dl,Laboral,2016,5,Maig,30,2,Nit,No és causa del  vianant,0,0,0,0,1,429642.7,4579895.59,2.157629,41.365647
2016S002106    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,116140,Estació del Morrot,0001 0003,Dijous,Dj,Laboral,2016,3,Març,17,0,Nit,No és causa del  vianant,0,3,0,3,1,430724.34,4579706.06,2.170586,41.364039
2016S009322    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,116140,Estació del Morrot,0001 0003,Dissabte,Ds,Laboral,2016,12,Desembre,3,2,Nit,No és causa del  vianant,0,0,0,0,1,430724.34,4579706.06,2.170586,41.364039
2016S003215    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370203,Número 3 Zona Franca,0061 0063,Dijous,Dj,Laboral,2016,4,Abril,28,7,Matí,No és causa del  vianant,0,1,0,1,2,427586.97,4576461.09,2.133458,41.334536
2016S005120    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370203,Número 3 Zona Franca,0069 0075,Dijous,Dj,Laboral,2016,6,Juny,30,14,Tarda,No és causa del  vianant,0,1,0,1,1,427360.59,4576569.22,2.130745,41.335488
2016S003633    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222206,Motors,0042 0042,Dimecres,Dc,Laboral,2016,5,Maig,11,18,Tarda,No és causa del  vianant,0,1,0,1,2,427727.58,4577874.3,2.134975,41.347275
2016S001474    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222206,Motors,0042 0042,Dijous,Dj,Laboral,2016,2,Febrer,25,10,Matí,No és causa del  vianant,0,1,0,1,2,427727.58,4577874.3,2.134975,41.347275
2016S007884    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222206,Motors,0042 0042,Diumenge,Dg,Laboral,2016,10,Octubre,16,19,Tarda,No és causa del  vianant,0,3,0,3,2,427727.58,4577874.3,2.134975,41.347275
2016S007725    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,78802,Cisell,0010U0010U,Dimarts,Dm,Laboral,2016,10,Octubre,11,8,Matí,No és causa del  vianant,0,1,0,1,2,428460.32,4578638.16,2.143646,41.354222
2016S007357    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,369408,Zona Franca,0037 0037,Dimecres,Dc,Laboral,2016,9,Setembre,28,9,Matí,No és causa del  vianant,0,1,0,1,2,428473.13,4578531.68,2.143814,41.353259
2016S001425    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,52423,C Zona Franca,0021 0021,Dimarts,Dm,Laboral,2016,2,Febrer,23,14,Tarda,No és causa del  vianant,0,1,0,1,2,427611.79,4576358.17,2.133769,41.333611
2016S008879    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370531,Número 6 Zona Franca,0074 0074,Divendres,Dv,Laboral,2016,11,Novembre,18,12,Matí,No és causa del  vianant,0,0,0,0,2,426780.46,4575225.63,2.123976,41.323331
2016S006021    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,700127,Major de Mercabarna,0001 0001,Dilluns,Dl,Laboral,2016,8,Agost,1,13,Matí,No és causa del  vianant,0,2,0,2,3,426260.76,4576461.7,2.117613,41.334416
2016S004311    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701496,Transversal 17,0049 0049,Divendres,Dv,Laboral,2016,6,Juny,3,13,Matí,No és causa del  vianant,0,2,0,2,2,426356.69,4575412.97,2.118888,41.324976
2016S004742    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701486,Transversal 6,0028 0028,Divendres,Dv,Laboral,2016,6,Juny,17,16,Tarda,No és causa del  vianant,0,1,0,1,2,425799.67,4576431.04,2.112108,41.334103
2016S003975    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701489,Transversal 9,0030 0030,Dimarts,Dm,Laboral,2016,5,Maig,24,14,Tarda,No és causa del  vianant,0,1,0,1,2,426285.53,4575926.05,2.117977,41.329599
2016S009829    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),0014S0000,Dimarts,Dm,Laboral,2016,12,Desembre,20,22,Nit,No és causa del  vianant,0,1,0,1,1,429359.74,4578350.94,2.154425,41.351707
2016S000306    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),1520000,Dijous,Dj,Laboral,2016,1,Gener,14,8,Matí,No és causa del  vianant,0,1,0,1,2,428568.96,4577976.12,2.145015,41.348269
2016S002677    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),1580000,Divendres,Dv,Laboral,2016,4,Abril,8,16,Tarda,No és causa del  vianant,0,1,0,1,2,428026.41,4577719.18,2.138567,41.345906
2016S008229    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),0015S0000,Divendres,Dv,Laboral,2016,10,Octubre,28,14,Tarda,No és causa del  vianant,0,1,0,1,2,428286.45,4577826.16,2.141662,41.346893
2016S009542    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),1620000,Dilluns,Dl,Laboral,2016,12,Desembre,12,18,Tarda,No és causa del  vianant,0,1,0,1,2,427661.78,4577554.48,2.134224,41.344387
2016S009275    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),1630000,Dijous,Dj,Laboral,2016,12,Desembre,1,19,Tarda,No és causa del  vianant,0,1,0,1,4,427570.9,4577512.76,2.133142,41.344001
2016S002103    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),1650000,Dimecres,Dc,Laboral,2016,3,Març,16,20,Tarda,No és causa del  vianant,0,1,0,1,2,427389.94,4577429.38,2.130988,41.343237
2016S004027    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),18,Dijous,Dj,Laboral,2016,5,Maig,26,5,Nit,No és causa del  vianant,0,1,0,1,2,426606.28,4576959.66,2.121687,41.338933
2016S007208    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),0021S0000,Dimecres,Dc,Laboral,2016,9,Setembre,21,15,Tarda,No és causa del  vianant,0,1,0,1,3,430855.98,4579978.8,2.172121,41.3665
2016S004293    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),1130000,Divendres,Dv,Laboral,2016,6,Juny,3,7,Matí,No és causa del  vianant,0,1,0,1,2,431137.98,4580551.58,2.175427,41.371685
2016S001482    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),1140000,Dijous,Dj,Laboral,2016,2,Febrer,25,13,Matí,No és causa del  vianant,0,1,0,1,2,431084.26,4580468.62,2.174803,41.370933
2016S006448    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),1140000,Dimarts,Dm,Laboral,2016,8,Agost,23,9,Matí,No és causa del  vianant,0,2,0,2,4,431084.26,4580468.62,2.174803,41.370933
2016S002302    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),1470000,Dijous,Dj,Laboral,2016,3,Març,24,8,Matí,No és causa del  vianant,0,1,0,1,2,429269.24,4578354.42,2.153349,41.351735
2016S003991    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),1550000,Dimecres,Dc,Laboral,2016,5,Maig,25,2,Nit,No és causa del  vianant,0,0,0,0,1,428549.8,4578010.59,2.144783,41.348573
2016S002630    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),1600000,Dijous,Dj,Laboral,2016,4,Abril,7,9,Matí,No és causa del  vianant,0,1,0,1,2,428123.24,4577763.57,2.139721,41.346311
2016S008478    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),1780000,Dilluns,Dl,Laboral,2016,11,Novembre,7,5,Nit,No és causa del  vianant,0,3,0,3,3,426461.58,4577061.25,2.119942,41.339838
2016S002283    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,0189X0189X,Dimecres,Dc,Laboral,2016,3,Març,23,8,Matí,No és causa del  vianant,0,2,0,2,3,428003.89,4579397.83,2.138093,41.361017
2016S005742    ,3,Sants-Montjuïc,13,la Marina de Port,124706,Ferrocarrils Catalans,0071 0073,Dijous,Dj,Laboral,2016,7,Juliol,21,14,Tarda,No és causa del  vianant,0,1,0,1,1,428361.37,4579328.26,2.142381,41.360428
2016S001438    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,0136 0136,Dimecres,Dc,Laboral,2016,2,Febrer,24,8,Matí,No és causa del  vianant,0,1,0,1,2,428217.45,4579087.99,2.140688,41.358244
2016S006164    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),1170000,Diumenge,Dg,Laboral,2016,8,Agost,7,17,Tarda,No és causa del  vianant,0,1,0,1,2,430972.7,4580188.48,2.173496,41.368402
2016S008633    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),1280000,Divendres,Dv,Laboral,2016,11,Novembre,11,8,Matí,No és causa del  vianant,0,3,0,3,3,430450.5,4579358.49,2.16735,41.360881
2016S000007    ,3,Sants-Montjuïc,13,la Marina de Port,701391,Jane Addams,0019 0021,Divendres,Dv,Laboral,2016,1,Gener,1,10,Matí,No és causa del  vianant,0,0,0,0,3,427805.17,4579441.95,2.135721,41.361396
2016S000844    ,3,Sants-Montjuïc,13,la Marina de Port,230601,Mare de Déu de Port,0100 0100,Dimarts,Dm,Laboral,2016,2,Febrer,2,19,Tarda,No és causa del  vianant,0,1,0,1,2,428565.7,4578876.89,2.144873,41.356375
2016S002023    ,3,Sants-Montjuïc,13,la Marina de Port,230601,Mare de Déu de Port,0152 0152,Dilluns,Dl,Laboral,2016,3,Març,14,10,Matí,No és causa del  vianant,0,1,0,1,2,428462.95,4579088.63,2.143616,41.358275
2016S008725    ,3,Sants-Montjuïc,13,la Marina de Port,700713,Coure,0002 0002,Dilluns,Dl,Laboral,2016,11,Novembre,14,8,Matí,No és causa del  vianant,0,2,0,2,2,427644.99,4579074,2.13384,41.358076
2016S003957    ,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes,0134 0134,Dilluns,Dl,Laboral,2016,5,Maig,23,15,Tarda,No és causa del  vianant,0,1,0,1,3,427770.71,4579738.83,2.135267,41.364067
2016S008685    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,0210 0214,Dissabte,Ds,Laboral,2016,11,Novembre,12,13,Matí,No és causa del  vianant,0,1,0,1,1,427991.25,4579511.02,2.137936,41.362043
2016S002473    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,0244 0244,Divendres,Dv,Laboral,2016,4,Abril,1,11,Matí,No és causa del  vianant,0,2,0,2,2,427904.51,4579673.52,2.136876,41.363494
2016S002897    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,0318 0318,Dissabte,Ds,Laboral,2016,4,Abril,16,19,Tarda,No és causa del  vianant,0,1,0,1,2,428758.08,4580728.06,2.146962,41.373072
2016S008240    ,3,Sants-Montjuïc,13,la Marina de Port,230601,Mare de Déu de Port,0351 0351,Divendres,Dv,Laboral,2016,10,Octubre,28,13,Matí,No és causa del  vianant,0,0,0,0,1,428112.89,4579612.84,2.13937,41.362963
2016S002200    ,3,Sants-Montjuïc,13,la Marina de Port,701376,Matemàtiques,0001 0001,Dissabte,Ds,Laboral,2016,3,Març,19,12,Matí,No és causa del  vianant,0,3,0,3,2,428074.54,4579910.73,2.138881,41.365644
2016S003536    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,0268 0268,Diumenge,Dg,Laboral,2016,5,Maig,8,21,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,428534.18,4580508.68,2.14431,41.371071
2016S004064    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,0268 0268,Divendres,Dv,Laboral,2016,5,Maig,27,12,Matí,No és causa del  vianant,0,1,0,1,1,428534.18,4580508.68,2.14431,41.371071
2016S008696    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,0282 0282,Dissabte,Ds,Laboral,2016,11,Novembre,12,19,Tarda,Altres,0,1,0,1,1,428594.3,4580567.63,2.14502,41.371607
2016S002355    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,0284 0284,Dilluns,Dl,Laboral,2016,3,Març,28,11,Matí,Desobeir el senyal del semàfor,0,2,1,3,1,428603.46,4580576.63,2.145127,41.371689
2016S002640    ,3,Sants-Montjuïc,14,la Font de la Guatlla,96906,Dàlia,0018 0018,Dijous,Dj,Laboral,2016,4,Abril,7,16,Tarda,No és causa del  vianant,0,2,0,2,2,428733.9,4580352.66,2.146707,41.369683
2016S009454    ,3,Sants-Montjuïc,14,la Font de la Guatlla,96906,Dàlia,0050 0050,Dijous,Dj,Laboral,2016,12,Desembre,8,20,Tarda,No és causa del  vianant,0,1,0,1,2,428599.28,4580307.51,2.145111,41.369266
2016S004054    ,3,Sants-Montjuïc,13,la Marina de Port,322302,Segura,0022X0022X,Dijous,Dj,Laboral,2016,5,Maig,26,23,Nit,No és causa del  vianant,0,0,0,0,2,428302.27,4579869.49,2.141611,41.365295
2016S007020    ,3,Sants-Montjuïc,15,Hostafrancs,94809,Creu Coberta,0115 0115,Dijous,Dj,Laboral,2016,9,Setembre,15,17,Tarda,Creuar per fora pas de vianants,0,2,0,2,1,428361.76,4580964.35,2.142187,41.375162
2016S006508    ,3,Sants-Montjuïc,15,Hostafrancs,287201,Roma,0002 0004,Dijous,Dj,Laboral,2016,8,Agost,25,23,Nit,No és causa del  vianant,0,1,0,1,1,428382.83,4581471.81,2.142378,41.379731
2016S004722    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0361 0371,Divendres,Dv,Laboral,2016,6,Juny,17,10,Matí,No és causa del  vianant,0,1,0,1,2,428832.19,4580872.8,2.14783,41.374376
2016S009676    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0361 0371,Divendres,Dv,Laboral,2016,12,Desembre,16,18,Tarda,No és causa del  vianant,0,1,0,1,2,428832.19,4580872.8,2.14783,41.374376
2016S005932    ,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,0131U0131U,Dijous,Dj,Laboral,2016,7,Juliol,28,15,Tarda,No és causa del  vianant,0,2,0,2,2,428685.59,4581256.12,2.146027,41.377821
2016S006894    ,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,0175 0175,Diumenge,Dg,Laboral,2016,9,Setembre,11,15,Tarda,No és causa del  vianant,0,1,0,1,1,428452.9,4581450.89,2.143218,41.379548
2016S004344    ,3,Sants-Montjuïc,15,Hostafrancs,246703,Rector Triadó,0053B0053B,Dissabte,Ds,Laboral,2016,6,Juny,4,11,Matí,No és causa del  vianant,0,1,0,1,2,428442.13,4581267.64,2.14312,41.377899
2016S002922    ,3,Sants-Montjuïc,15,Hostafrancs,339509,Torre d'en Damians,0026 0026,Divendres,Dv,Laboral,2016,4,Abril,15,12,Matí,No és causa del  vianant,0,0,0,0,1,428493.36,4581111.83,2.143748,41.376498
2016S002812    ,3,Sants-Montjuïc,15,Hostafrancs,114000,Espanya,0006 0008,Dimecres,Dc,Laboral,2016,4,Abril,13,23,Nit,No és causa del  vianant,0,0,0,0,2,428879.43,4580988.77,2.148378,41.375425
2016S005946    ,3,Sants-Montjuïc,15,Hostafrancs,114000,Espanya,0006 0008,Dijous,Dj,Laboral,2016,7,Juliol,28,22,Nit,No és causa del  vianant,0,1,0,1,2,428879.43,4580988.77,2.148378,41.375425
2016S000653    ,3,Sants-Montjuïc,15,Hostafrancs,94809,Creu Coberta,0116 0116,Dimarts,Dm,Laboral,2016,1,Gener,26,8,Matí,No és causa del  vianant,0,1,0,1,2,428302.73,4580990.09,2.141479,41.375391
2016S002485    ,3,Sants-Montjuïc,15,Hostafrancs,45803,Bordeta,0070 0070,Divendres,Dv,Laboral,2016,4,Abril,1,15,Tarda,No és causa del  vianant,0,0,0,0,1,428549.01,4580764.45,2.144459,41.373378
2016S009895    ,3,Sants-Montjuïc,16,la Bordeta,89707,Constitució,0150 0150,Dijous,Dj,Laboral,2016,12,Desembre,22,17,Tarda,No és causa del  vianant,0,1,0,1,2,427547.35,4580269.78,2.132537,41.36883
2016S005805    ,3,Sants-Montjuïc,16,la Bordeta,89707,Constitució,0184 0188,Dissabte,Ds,Laboral,2016,7,Juliol,23,17,Tarda,Transitar a peu per la calçada,0,1,0,1,1,427492.84,4580233.21,2.131884,41.368501
2016S000133    ,3,Sants-Montjuïc,17,Sants - Badal,328808,Sugranyes,0101 0101,Dijous,Dj,Laboral,2016,1,Gener,7,15,Tarda,No és causa del  vianant,0,1,0,1,1,427382.67,4580571.49,2.130528,41.371535
2016S009770    ,3,Sants-Montjuïc,16,la Bordeta,142402,Gavà,0055 0055,Dilluns,Dl,Laboral,2016,12,Desembre,19,12,Matí,No és causa del  vianant,0,1,0,1,2,428167.66,4580510.57,2.139921,41.371056
2016S002538    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,0207 0247,Dilluns,Dl,Laboral,2016,4,Abril,4,6,Matí,No és causa del  vianant,0,0,0,0,3,428244.45,4580298.21,2.140867,41.369154
2016S007404    ,3,Sants-Montjuïc,16,la Bordeta,160903,Ildefons Cerdà,0007 0007,Dijous,Dj,Laboral,2016,9,Setembre,29,9,Matí,No és causa del  vianant,0,1,0,1,2,427810.63,4579885.35,2.135727,41.365395
2016S009819    ,3,Sants-Montjuïc,16,la Bordeta,160903,Ildefons Cerdà,0007 0007,Dimarts,Dm,Laboral,2016,12,Desembre,20,20,Tarda,No és causa del  vianant,0,1,0,1,2,427810.63,4579885.35,2.135727,41.365395
2016S008074    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,0111 0119,Diumenge,Dg,Laboral,2016,10,Octubre,23,14,Tarda,No és causa del  vianant,0,1,0,1,2,427647.5,4579751.39,2.133795,41.364173
2016S007960    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,0149 0151,Dimecres,Dc,Laboral,2016,10,Octubre,19,18,Tarda,No és causa del  vianant,0,1,0,1,1,427911.74,4579972.14,2.136925,41.366188
2016S005052    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,0153 0153,Dimarts,Dm,Laboral,2016,6,Juny,28,9,Matí,No és causa del  vianant,0,1,0,1,2,427936.44,4579996.11,2.137221,41.366406
2016S007192    ,3,Sants-Montjuïc,16,la Bordeta,701377,Carrilet,0023X0023X,Dimecres,Dc,Laboral,2016,9,Setembre,21,12,Matí,No és causa del  vianant,0,1,0,1,2,427711.09,4579919.55,2.13454,41.365692
2016S005398    ,3,Sants-Montjuïc,16,la Bordeta,30602,Badal,0070 0076,Diumenge,Dg,Laboral,2016,7,Juliol,10,0,Nit,No és causa del  vianant,0,2,0,2,2,427612.13,4580264.52,2.133315,41.368791
2016S006315    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,0169X0169X,Diumenge,Dg,Laboral,2016,8,Agost,14,22,Nit,No és causa del  vianant,0,0,0,0,1,428023.02,4580080.77,2.138251,41.36717
2016S009831    ,3,Sants-Montjuïc,18,Sants,312400,Sants,0124 0124,Dimarts,Dm,Laboral,2016,12,Desembre,20,22,Nit,Desobeir el senyal del semàfor,0,2,0,2,1,427725.91,4581011.33,2.134577,41.375529
